marker_index,user_id,comment_id,category_id,category_en,lon,lat,marker_text,text_len,num_likes,liker_ids
114,18221,19498,3,Missing bike path,-73.57791812320998,45.58323480324973,Aucun axe nord-sud dans ce secteur,34,14,18275;18277;48136;49560;17968;50697;51596;48301;18475;19880;51961;19019;51050;18309
115,18221,19767,1,Appreciated bike path,-73.59839957061659,45.536432496838785,Cette intersection est excellente et devrait servir de modèle pour les aménagement futurs,89,24,23154;49215;19009;50396;46655;49850;51375;23025;51656;51662;18283;51703;42957;20035;52048;47554;48965;51050;53344;53391;53639;54074;53724;20249
116,18221,19772,1,Appreciated bike path,-73.55899782016706,45.52462183680444,Lien très utile pour rejoindre le pont jacques-cartier,54,13,19009;49215;51214;51307;51292;49600;51375;23025;19019;51050;50468;54260;53724
117,18221,19781,1,Appreciated bike path,-73.59112919567649,45.520575902758594,"Excellente piste, il faut la prolonger jusqu'à Viger",52,18,43376;48033;49215;48162;20447;50558;47517;51797;51966;52103;50336;51050;48640;19067;52588;53952;53724;48238
118,18221,19787,1,Appreciated bike path,-73.56599392855462,45.555298226565895,Axe nord-sud très utile et apprécié,35,26,43693;18415;51095;23154;18221;19009;18316;48401;49600;51359;51375;49464;48631;49347;49774;49549;49483;48755;19019;47554;50055;50250;51050;50468;53724;55243
119,18221,19820,3,Missing bike path,-73.60161133153727,45.521900131784946,Prendre acte des recommandations de la coroner et sécuriser cet axe. Ça presse.,79,27,20248;51083;18221;18309;45054;19009;48140;33218;51289;50396;48175;51360;49046;48137;51398;23025;49517;48238;50569;19019;51358;52071;51050;52391;52480;53488;53547
120,18221,20339,1,Appreciated bike path,-73.5610623012977,45.49468284701459,Le REV Peel est génial. Il faudrait le prolonger jusqu'à de Maisonneuve afin d'en faire un véritable axe nord-sud au centre-ville,129,17,49215;18518;48137;18554;51483;51358;51890;51929;52080;52315;51050;52589;23610;53547;53724;53225;54867
121,18221,20340,3,Missing bike path,-73.60059275714924,45.5552306007954,Prolonger le REV Jean Talon vers l'est,38,18,51154;48033;50396;48648;49600;49977;51596;19019;51784;52109;52305;51050;53239;34965;53676;50588;53891;54960
122,18221,20341,1,Appreciated bike path,-73.58992150560842,45.545444149721845,La piste Bellechasse est une axe est-ouest très utile dans le secteur,69,19,19009;43230;51285;50396;51375;20122;50670;51715;51783;51838;48252;51966;47554;51050;18221;48564;53374;53724;54337
123,18221,20342,3,Missing bike path,-73.71264451044479,45.4584163580997,Aucune façon de se rendre dans ce secteur de façon sécuritaire,62,11,48301;51527;19019;23162;52112;51050;52501;54072;54079;49215;55047
124,18266,25071,1,Appreciated bike path,-73.60035131659083,45.53724973776292,Piste sur Crhistophe Colomb tres efficace pour mes deplacements vers le Nord,76,3,19009;53758;53724
125,18266,25072,3,Missing bike path,-73.5667580447592,45.5096250123224,Il manque la securitation de la piste Cyclable sur St Urbain au Sud de Sherbrooke pour rejoindre le vieux Montreal,114,1,53477
126,18266,25073,1,Appreciated bike path,-73.56183123577405,45.52588316514911,Piste sur Champlain tres pratique car la cote est moins abrupte que Berri,73,3,53265;45151;53724
127,18266,25074,3,Missing bike path,-73.552259041117,45.521508015794666,Il manque le lien sur De Champlain entre Ste Catherine et Rene Levesque pour rejoindre la piste sur Rene Levesque,113,2,53518;54260
128,18266,25076,3,Missing bike path,-73.55124555723022,45.508716116232506,Il est tres difficile de Circuler en velo sur De La Comune entre le marché BonSecours et la rue Mc Gill,103,3,53347;53651;54375
129,18266,25077,3,Missing bike path,-73.59524136322946,45.519384489102634,Manque un lien securitaire au niveau de Parc,44,3,53048;54447;53225
130,18275,19588,2,Bike path needing improvement or adjustment,-73.58448181609265,45.48910265263805,"La piste cyclable sur De Maisonneuve, malgré qu'elle soit imparfaite, est essentielle pour la connexion est-ouest. Il faut la conserver et la mettre à niveau.",158,13,48647;48301;23154;18532;17968;51359;49464;41233;19019;52066;52096;51050;53735
131,18277,19702,3,Missing bike path,-73.68086383235628,45.53437080315192,"Intersections extrêment dangereuse, il y a eu plusieurs morts. Il faut une piste sur l'Acadie (école secondaire) et sur Henri-Bourassa jusqu'à la gare du REM du Ruisseau.",170,15,48991;43376;49517;48301;23154;48161;23610;50006;50668;19019;50569;51986;25094;51050;54431
132,18277,19703,2,Bike path needing improvement or adjustment,-73.69162771811379,45.535643609013135,"Il n'y a pas de protection sur cette bande cyclable, c'est ardu à l'heure des classes.",86,4,48136;23610;51631;51050
133,18277,19706,1,Appreciated bike path,-73.65999788177614,45.56277688972958,On apprécie la piste unidirectionnelle Christophe-Colomb et la piste Prieur,75,15,51083;50869;23021;22900;46655;50161;48665;19019;23810;51050;53891;53991;54062;18309;53724
134,18277,19712,3,Missing bike path,-73.66991641344494,45.479675945398526,Aucun axe cyclable structurant à l'ouest du Mont-Royal,54,15,48136;48301;50737;35535;50668;51577;48620;18309;23162;19019;52143;51050;54306;54431;55224
135,18277,19716,2,Bike path needing improvement or adjustment,-73.59588182917666,45.51263008478273,"Retirer les voitures, elles n'ont pas leur place dans un grand parc.",68,22,48301;48136;49908;47608;51208;51214;49600;51423;51475;49517;19019;48238;34231;50569;42957;47517;49530;52112;51050;52412;53265;55087
136,18277,19727,3,Missing bike path,-73.65655463992157,45.533136675107414,Piste cyclable sur l'Acadie de Gouin à Jean-Talon,49,7,48301;17967;18295;45054;51612;19019;51050
137,18277,19733,2,Bike path needing improvement or adjustment,-73.65376748637877,45.527656171226,"Il faut une protection, les camions roulent dans la piste et il y a beaucoup de camions",87,6,18295;23162;51050;53970;54706;55275
138,18277,19736,3,Missing bike path,-73.65937059311412,45.52267830135895,Lien cyclable vers le REM Cote-de-Liesse,40,9,18295;48301;51587;51761;52210;51050;54431;54706;55166
139,18277,19739,3,Missing bike path,-73.6610963885559,45.52006087333845,Lien cyclable vers le REM Cote-de-Liesse,40,9,48301;51761;51921;52210;51050;52388;53970;54431;55166
140,18277,19745,2,Bike path needing improvement or adjustment,-73.7273853417591,45.53206943313453,"Il n'y a pas vraiment de vrai pistes cyclables sur le Pont Lachapelle, pourtant sur la route verte.",99,14,51135;48301;50006;51571;50668;19019;50569;23162;51793;52024;51050;52364;46286;23905
141,18277,19747,3,Missing bike path,-73.71612705308301,45.52967743621818,Aucun axe pour ce rendre au centre communautaire,48,6,20248;51571;19019;51050;17704;23905
142,18277,19748,3,Missing bike path,-73.7118007278476,45.5330287376637,Aucune piste cyclable pour se rendre à l'Hopital du Sacré-Coeur,63,7,20248;50737;19019;51050;53348;17704;46286
143,18289,19101,3,Missing bike path,-73.62045860605791,45.60678277563099,Ça prend une piste sur Lacordaire.  Il n'y a pas de piste Nord Sud dans l'est.,78,17,18415;24898;51083;18309;19647;49215;48245;18289;51512;19019;18475;51759;51050;52566;23138;52008;55241
144,18289,19102,3,Missing bike path,-73.6205035449795,45.6143320142653,Les élus ont assez bloqué le projet sur Maurice Duplessis.  Il y a 7 écoles et 10000 élèves sur 2 km.  Ils méritent un lien cyclable dans le quartier le plus pauvre de Montréal.,177,6,19647;24285;18289;19019;48586;51050
145,18289,19105,3,Missing bike path,-73.62842839754337,45.60938819736339,Sainte Colette est beaucoup trop large pour rien.  C'est la rue idéale pour faire une piste pour relier Salk et Maurice Duplessis.,130,7,19647;48586;18289;19019;52015;51050;50574
146,18289,19112,3,Missing bike path,-73.62525231443897,45.60249672744442,La piste sur Amos doit se poursuivre jusqu'à Lacordaire.,56,13,42332;43376;18275;18415;51039;51083;17967;19647;23021;18289;19019;51050;53767
147,18289,19116,2,Bike path needing improvement or adjustment,-73.64097062675476,45.591541878221335,La piste doit être sécurisée des deux côtés de la rue.,54,4,51095;19647;23021;51050
148,18289,19123,3,Missing bike path,-73.63713283713015,45.586886507611155,La piste sur prieur doit se poursuivre jusqu'au commerce sur pie 9.,67,6,51044;51095;19647;18289;51050;50574
149,18293,19223,2,Bike path needing improvement or adjustment,-73.59327826037307,45.541609863451185,Bellechasse aurait tout le mérite d'être mis permanent avec des aménagements dignent d'un réseau cyclable sécuritaire. Il faut arrêter de prendre en considération les doléances des gens qui s'opposent à ces projets.,215,13,50993;51050;50130;51094;51098;18221;51280;50269;51656;51719;51966;52112;50468
150,18293,19228,3,Missing bike path,-73.6042366155859,45.54564470742315,"Il serait pertinent d'y faire un lien séparer car présentement, circuler sur Bélanger est hyper dangereux. Une bande cyclable peinturée n'est pas une protection. Arrêtons de faire du politique avec notre sécurité.",213,12,51050;18756;48647;48033;34752;49064;19019;51653;51944;52469;53391;53676
151,18293,20529,3,Missing bike path,-73.58359758763066,45.54953015199675,"À défaut d'y placer un axe cyclable, cette artère est vraiment dangereuse et aurait le mérite d'être sécuriser. Vous savez, les gens à vélos ont aussi besoin de se rendre sur ces artères....",190,4,47356;51693;52041;51050
152,18293,20536,1,Appreciated bike path,-73.5983273602211,45.53697095399821,Cette intersection est un exemple de ce qui devrait être fait pour les endroits problématiques.,95,6,49828;48837;51307;51375;51050;53724
153,18293,20548,2,Bike path needing improvement or adjustment,-73.60500381705197,45.53599161543272,"Lien super utile qui offre de la redondance. Aurait le mérite d'être repaver, en particulier dans la section à la charge de Villeray.",133,1,51050
154,18293,20552,2,Bike path needing improvement or adjustment,-73.63290373854612,45.54501378343028,Devrait être mien entretenu. Le pavage devrait être refait à plusieurs endroit. On parle tout de même de la colonne vertébrale du réseau....,140,6,51483;51473;19019;51793;49398;51050
155,18293,21133,1,Appreciated bike path,-73.66979418212982,45.55226830483715,"Corridor de mobilité qui répond vraiment aux besoins de tous. La circulation y est bcp mieux, malgré ce que les automobilistes peuvent en dire.",143,15,19009;48397;18309;51512;51506;23648;50569;23696;51050;23021;53348;53724;46286;54780;54431
156,18293,21165,1,Appreciated bike path,-73.65455361648647,45.57660339332176,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,22,18309;18289;49464;49440;51506;19020;48665;51631;19019;51681;50569;23696;23810;51050;52501;24078;22979;53584;53891;24441;53724;55312
157,18293,21166,1,Appreciated bike path,-73.65691299961341,45.57325107152547,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,17,48725;49440;51506;51512;19020;51631;19019;51681;50569;23696;52139;52236;51050;18309;53891;24441;53724
158,18293,21167,1,Appreciated bike path,-73.65733557574522,45.57258551319643,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,23,18309;18289;48725;49464;49440;51506;19020;19019;50569;51793;23696;52139;52236;51050;52501;24078;22993;53891;24441;53724;48553;54705;55312
159,18293,21168,1,Appreciated bike path,-73.65882964267448,45.56951332274801,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,21,22927;18309;18289;48725;49464;51506;19020;19019;51681;50569;51793;23696;23810;51050;24078;22979;53891;53724;48553;54705;55312
160,18293,21169,1,Appreciated bike path,-73.66052306620985,45.56607535924306,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,17,18309;49464;51512;19020;51681;50569;51793;23696;52052;52109;51050;24078;53425;53891;53724;48553;49472
161,18293,21171,1,Appreciated bike path,-73.66081556672911,45.56556880876343,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,16,49464;51506;51512;19020;51631;51681;50569;18309;23696;52109;23810;51050;53891;53724;48553;54705
162,18293,21172,1,Appreciated bike path,-73.6603057364245,45.56580311783989,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,13,18309;49464;51506;51512;48665;19020;51681;50569;23696;52109;51050;53724;48553
163,18293,21173,1,Appreciated bike path,-73.66054667362809,45.56505055101374,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,16,18309;51506;51512;48665;19020;51631;51681;50569;51793;23696;52084;52109;51050;52501;53724;54705
164,18293,21174,1,Appreciated bike path,-73.66126948717009,45.56388275444988,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,22,49464;51506;51512;48665;19020;51631;50569;51681;23899;18309;51793;23696;52109;52080;25094;23810;52182;51050;24078;53724;54705;55211
165,18293,21175,1,Appreciated bike path,-73.66321552000481,45.56218292222013,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,23,18309;49464;51506;51512;48665;19020;51631;50569;51681;51793;51834;23532;23696;52084;52080;51050;23021;24078;53842;19647;53991;53724;54705
166,18293,21176,1,Appreciated bike path,-73.6644387396505,45.56170280671242,Lien efficace pour tous. Ceci est un vrai corridor de mobilité! On en veut plus,79,27,18309;49464;51506;51512;48665;19020;51631;51681;19880;51793;52042;23696;52080;25094;52182;51050;23021;24078;22979;53842;19647;53991;18316;53724;54705;49392;49472
167,18293,27598,1,Appreciated bike path,-73.59374587318563,45.54107854246067,"S'assurer de ne pas tenir compte des points rouges sur ce lien. Bellechasse ne devrait pas être une rue de transit automobile. Rosemont, Sherbrooke ou Beaubien existe pour une raison.",183,3,53724;54293;50105
168,18293,28265,1,Appreciated bike path,-73.59311047302003,45.53703091615992,test,4,0,
169,18294,19800,2,Bike path needing improvement or adjustment,-73.53809879449177,45.59149833248807,"La piste sur Shebrooke n'est pas sécuritaire, il faut la sécuriser et l'étendre entre la station Radisson et Honoré-Beaugrand, au minimum.",138,10,50697;48655;51845;51961;52052;23810;51050;52391;53393;53742
170,18294,19803,2,Bike path needing improvement or adjustment,-73.52565890091326,45.59076027260758,"L'intersection Curatteau-Hochelaga doit être sécurisé, à tous les jours ce sont des dizaines de familles avec enfants que l'on croise et on se ramasse sur un petit coin de rue, entouré de voitures. C'est honteux.",212,12,49044;51894;52065;51050;52362;52501;18294;53998;19747;48198;54916;53483
